title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,url,categoryName,log_reviews,composite,tier,score_band
El Nuevo Amanecer Restaurant,3.7,3.0,500 Morris Park Ave,Bronx,New York,US,https://www.grubhub.com/restaurant/el-nuevo-amanecer-restaurant-sport-bar-500-morris-park-ave-bronx/451529,(347) 281-8500,Dominican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Nuevo%20Amanecer%20Restaurant&query_place_id=ChIJA_sZjZP0wokRoX2UiojmYOk,Dominican restaurant,1.3862943611198906,5.129,Micro,3.5–4.0
Restaurant Con Sabor A Mexico,3.4,13.0,1508 Westchester Ave,Bronx,New York,US,,,Mexican restaurant,Latin American restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Restaurant%20Con%20Sabor%20A%20Mexico&query_place_id=ChIJg4ENj_r0wokRSJC3xhxhI_8,Mexican restaurant,2.639057329615259,8.973,Micro,3.0–3.5
J Flava's Jamaican & American Restaurant,2.7,3.0,,Bronx,New York,US,,(718) 684-4121,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=J%20Flava's%20Jamaican%20%26%20American%20Restaurant&query_place_id=ChIJzzFvgp_0wokRilK4XhvTkck,Restaurant,1.3862943611198906,3.743,Micro,<3.0
Cucumber Sushi & Salad Bar on Hylan,4.4,139.0,4215c Hylan Blvd,Staten Island,New York,US,https://cucumberhylan.com/,+1 718-605-9500,Sushi restaurant,Asian restaurant,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cucumber%20Sushi%20%26%20Salad%20Bar%20on%20Hylan&query_place_id=ChIJv6TotUtKwokRkwAZ1IWd1GA,Sushi restaurant,4.941642422609304,21.743,Small,4.0–4.5
IL Forno Pizzeria,4.4,114.0,6382 Amboy Rd,Staten Island,New York,US,https://www.ilfornopizzastatenisland.com/,+1 718-317-1251,Pizza restaurant,Takeout restaurant,Pizza delivery,Pizza takeaway,,,,,,,,https://www.google.com/maps/search/?api=1&query=IL%20Forno%20Pizzeria&query_place_id=ChIJn-IPwrJKwokRMB7jnZmWDbU,Pizza restaurant,4.74493212836325,20.878,Small,4.0–4.5
Cucumber Sushi & Salad Bar,4.3,204.0,5834 Amboy Rd,Staten Island,New York,US,https://www.cucumbersushi.com/,+1 718-966-1118,Sushi restaurant,Asian fusion restaurant,Asian restaurant,Japanese restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cucumber%20Sushi%20%26%20Salad%20Bar&query_place_id=ChIJQbuw4bhKwokRgh9rEB77Z9k,Sushi restaurant,5.3230099791384085,22.889,Small,4.0–4.5
New Island,3.9,135.0,27 Seguine Ave,Staten Island,New York,US,http://www.newislandsi.com/,+1 718-317-6433,Chinese restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Island&query_place_id=ChIJeTIF1rhKwokRtNPaTSH0Saw,Chinese restaurant,4.912654885736052,19.159,Small,3.5–4.0
Kuzina,3.7,165.0,895 Huguenot Ave,Staten Island,New York,US,https://whereyoueat.com/Kuzina-Huguenot-601.html,+1 718-227-2700,Greek restaurant,Meal delivery,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kuzina&query_place_id=ChIJtyuqnOlKwokRQB2Sq0G-xZc,Greek restaurant,5.111987788356544,18.914,Small,3.5–4.0
Pizza Mia,4.6,11.0,896 Huguenot Ave Suite 1,Staten Island,New York,US,https://www.realpizzamia.com/?utm_source=gbp,+1 718-554-4439,Pizza restaurant,Pizza delivery,Pizza takeaway,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pizza%20Mia&query_place_id=ChIJtUwglKhLwokRQX5HW667aac,Pizza restaurant,2.4849066497880004,11.431,Micro,4.5–5.0
Baya Bar - Acai & Smoothie Shop,4.6,194.0,6833 Amboy Rd,Staten Island,New York,US,https://bayabar.com/,+1 718-360-5005,Health food restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Baya%20Bar%20-%20Acai%20%26%20Smoothie%20Shop&query_place_id=ChIJjezkd1q1w4kRFR576JgZP9M,Health food restaurant,5.272999558563747,24.256,Small,4.5–5.0
Fine Italian Restaurant,4.0,1.0,,Staten Island,New York,US,,,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Fine%20Italian%20Restaurant&query_place_id=ChIJGTIUSUpKwokRniLkzhPXJno,Italian restaurant,0.6931471805599453,2.773,Micro,3.5–4.0
Domenico's Pizza & Pasta,4.2,258.0,5838 Amboy Rd,Staten Island,New York,US,https://www.domenicospizzeriamenu.com/?utm_source=gbp,+1 718-966-0114,Pizza restaurant,Italian restaurant,Meal delivery,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Domenico's%20Pizza%20%26%20Pasta&query_place_id=ChIJwQP44bhKwokRWXS0Y30NbEQ,Pizza restaurant,5.556828061699537,23.339,Small,4.0–4.5
Ciro Pizza Cafe,4.1,577.0,862 Huguenot Ave,Staten Island,New York,US,http://www.ciropizzacafes.com/,+1 718-605-0620,Pizza restaurant,Meal delivery,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ciro%20Pizza%20Cafe&query_place_id=ChIJtYIQlelKwokRKVK_qO2XY04,Pizza restaurant,6.359573868672378,26.074,Popular,4.0–4.5
Pronto Pizza Pasta,4.3,341.0,2935 Veterans Rd W,Staten Island,New York,US,http://www.prontopizzany.com/,+1 718-356-2500,Pizza restaurant,Italian restaurant,Pizza delivery,Pizza takeaway,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pronto%20Pizza%20Pasta&query_place_id=ChIJKxTK0EO1w4kRhmq7MtobXrA,Pizza restaurant,5.834810737062605,25.09,Small,4.0–4.5
Chopsticks House,4.0,72.0,895 Huguenot Ave,Staten Island,New York,US,http://www.chopstickshousesi.com/,+1 718-605-4230,Chinese restaurant,Meal delivery,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chopsticks%20House&query_place_id=ChIJx_l-m-lKwokRXWbFoqCvVXY,Chinese restaurant,4.290459441148391,17.162,Micro,3.5–4.0
Vitalia,4.7,105.0,2935 Veterans Rd W,Staten Island,New York,US,,+1 718-368-6198,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vitalia&query_place_id=ChIJIRfP-6K1w4kRYGcgz3Oh1GM,Restaurant,4.663439094112067,21.918,Small,4.5–5.0
Chipotle Mexican Grill,2.4,59.0,185 Bricktown Way,Staten Island,New York,US,https://locations.chipotle.com/ny/staten-island/185-bricktown-way?utm_source=google&utm_medium=yext&utm_campaign=yext_listings?restaurant=5447,+1 929-661-2171,Mexican restaurant,Caterer,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chipotle%20Mexican%20Grill&query_place_id=ChIJh-uOagC1w4kRSMA7SvjKxwk,Mexican restaurant,4.0943445622221,9.826,Micro,<3.0
Wendy's,3.8,752.0,6420 Amboy Rd,Staten Island,New York,US,https://locations.wendys.com/united-states/ny/staten-island/6420-amboy-road?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,+1 718-967-3911,Fast food restaurant,Hamburger restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wendy's&query_place_id=ChIJ27bnkrJKwokRpOfDJWFjGpw,Fast food restaurant,6.6240652277998935,25.171,Popular,3.5–4.0
Subway,4.0,98.0,303 A Page Ave,Staten Island,New York,US,https://restaurants.subway.com/united-states/ny/staten-island/303-a-page-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11305&utm_campaign=evergreen-2020&y_source=1_MTQ4OTczNDEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,+1 718-356-0662,Sandwich shop,Caterer,Fast food restaurant,Takeout restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Subway&query_place_id=ChIJ1_UebVm1w4kRV3k-1GSarWg,Sandwich shop,4.59511985013459,18.38,Micro,3.5–4.0
Daddy O's BBQ & Sports Bar,4.0,319.0,185 Bricktown Way,Staten Island,New York,US,http://daddyosbbqnyc.com/,+1 347-215-2133,Barbecue restaurant,American restaurant,Children's party buffet,Children's party service,Family restaurant,Hamburger restaurant,Meat dish restaurant,Movie theater,Seafood restaurant,Sports bar,,https://www.google.com/maps/search/?api=1&query=Daddy%20O's%20BBQ%20%26%20Sports%20Bar&query_place_id=ChIJC9SNPUm1w4kRajLLFCvIlbI,Barbecue restaurant,5.768320995793772,23.073,Small,3.5–4.0
Domino's Pizza,3.5,73.0,6410 Amboy Rd,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 347-705-7411,Pizza delivery,Chicken wings restaurant,Pizza restaurant,Pizza takeaway,,,,,,,,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJjYtPi7NLwokR0KStPUc2hUI,Pizza delivery,4.304065093204169,15.064,Micro,3.0–3.5
Dunkin',3.7,76.0,"In ShopRite, 2449 Veterans Rd W",Staten Island,NY,US,https://locations.dunkindonuts.com/en/ny/staten-island/2449-veterans-rd-w/356135?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=356135&y_source=1_MTIxMDk1OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 646-247-3086,Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Dunkin'&query_place_id=ChIJ0Wjfq0a1w4kRehgWC2trwQw,Coffee shop,4.343805421853684,16.072,Micro,3.5–4.0
Dunkin',3.7,88.0,"Amboy Plaza, 6390 Amboy Rd",Staten Island,NY,US,https://locations.dunkindonuts.com/en/ny/staten-island/6390-amboy-rd/339101?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=339101&y_source=1_MTIxMDY3OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 347-273-8161,Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Dunkin'&query_place_id=ChIJ9xCIr7JKwokRoSPAJ8Wv22s,Coffee shop,4.48863636973214,16.608,Micro,3.5–4.0
Dunkin',3.8,215.0,901 Huguenot Ave,Staten Island,New York,US,https://locations.dunkindonuts.com/en/ny/staten-island/901-huguenot-ave/337663?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=337663&y_source=1_MTIxMDc3NzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 347-838-6426,Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Dunkin'&query_place_id=ChIJlfYHg-lKwokRo6At24Za7iA,Coffee shop,5.375278407684165,20.426,Small,3.5–4.0
Route Bar Restaurant,4.7,14.0,2026 Webster Ave,Bronx,New York,US,,(917) 471-9556,Dominican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Route%20Bar%20Restaurant&query_place_id=ChIJt8aPGhL1wokRGjRazZ93jRQ,Dominican restaurant,2.70805020110221,12.728,Micro,4.5–5.0
Lava Rock Kitchen,4.6,237.0,2119 Starling Ave 2nd Floor,Bronx,New York,US,https://www.lavarockkitchen.com/,(718) 785-0048,Restaurant,Halal restaurant,Italian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lava%20Rock%20Kitchen&query_place_id=ChIJYZtTKRf1wokRhIdo4iq_o1o,Restaurant,5.472270673671475,25.172,Small,4.5–5.0
Reef Restaurant & Bar,4.4,773.0,108-02 72nd Ave,Forest Hills,New York,US,http://www.reef-restaurant.com/,(718) 487-4564,Seafood restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Reef%20Restaurant%20%26%20Bar&query_place_id=ChIJn0qnpSBewokR5nuxfujgvtE,Seafood restaurant,6.651571873589727,29.267,Popular,4.0–4.5
Park Side Restaurant,4.6,3302.0,107-01 Corona Ave.,Corona,New York,US,https://www.parksiderestaurantny.com/,(718) 271-9871,Italian restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Park%20Side%20Restaurant&query_place_id=ChIJi92ZUM5fwokRekBGVkRa6jw,Italian restaurant,8.10258642539079,37.272,Viral,4.5–5.0
O Lavrador,4.5,1578.0,138-40 101st Ave,Jamaica,New York,US,http://www.olavradorrestaurant.com/,(718) 526-1526,Portuguese restaurant,Barbecue restaurant,Continental restaurant,Restaurant,Seafood restaurant,Sports bar,Tapas bar,Tapas restaurant,,,,https://www.google.com/maps/search/?api=1&query=O%20Lavrador&query_place_id=ChIJk6-kys1gwokRkAcfjddGyRk,Portuguese restaurant,7.364547014255642,33.14,Popular,4.0–4.5
The Alcove,4.8,1289.0,41-11 49th St,Sunnyside,New York,US,https://www.facebook.com/thealcoveny/,(347) 813-4159,Tapas bar,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Alcove&query_place_id=ChIJ0b9gfCBfwokRTfIxngqx190,Tapas bar,7.162397497355718,34.38,Popular,4.5–5.0
Pop’s Cocina & Bar,4.3,754.0,85-22 Jamaica Ave,Woodhaven,New York,US,https://popscocinabar.revelup.com/weborder/?establishment=1,(718) 846-2037,Restaurant,American restaurant,Bar,Breakfast restaurant,Brunch restaurant,Dominican restaurant,Hamburger restaurant,Seafood restaurant,Spanish restaurant,Steak house,,https://www.google.com/maps/search/?api=1&query=Pop%E2%80%99s%20Cocina%20%26%20Bar&query_place_id=ChIJIQ4bDeRdwokR_BBhTMGHD7o,Restaurant,6.626717749249025,28.495,Popular,4.0–4.5
Lenny's Clam Bar,4.4,3282.0,161-03 Cross Bay Blvd,Howard Beach,New York,US,http://lennysclambar.com/,(718) 845-5100,Seafood restaurant,Bar & grill,Italian restaurant,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lenny's%20Clam%20Bar&query_place_id=ChIJJZUbfH9nwokRB4PiUl_hUls,Seafood restaurant,8.096512917501594,35.625,Viral,4.0–4.5
Louie's,4.8,1933.0,81-34 Baxter Ave #1,Elmhurst,New York,US,https://www.instagram.com/louiespizza?igsh=MThuNDVvZ2l2bTVkMQ==,(718) 440-9346,Pizza restaurant,Bar,Italian restaurant,Delivery Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Louie's&query_place_id=ChIJxUnkValfwokRiMyos0C4j1M,Pizza restaurant,7.56734567601324,36.323,Popular,4.5–5.0
Vetro Restaurant & Lounge,4.6,1765.0,164-49 Cross Bay Blvd,Howard Beach,New York,US,https://vetronyc.com/?utm_source=gbp&utm_medium=organic&utm_campaign=Websites+Vetro,(718) 843-8387,Italian restaurant,Bar,Event venue,Fine dining restaurant,Restaurant,Wedding venue,,,,,,https://www.google.com/maps/search/?api=1&query=Vetro%20Restaurant%20%26%20Lounge&query_place_id=ChIJDUv9tYZnwokRrU6L3xqMmSA,Italian restaurant,7.476472381163905,34.392,Popular,4.5–5.0
El Castillo del Pollo Restaurant,4.2,838.0,128-08 111th Ave,South Ozone Park,New York,US,https://www.google.com/search?q=El+Castillo+del+Pollo+Restaurant&stick=H4sIAAAAAAAA_-NgU1IxqLCwTDYyMzc2NzYzSTZONUyxMqhINEo2sTAwTks2MLI0SzJbxKrgmqPgnFhckpmTk6-QkpqjEJAPYgWlFpcklhYl5pUAAK7iyh5LAAAA&hl=en&mat=CWcuhN6oAZBHElYBYJahaewPuxUFMBLb55RV0urT23NVULYDoFbpbF0Zu23ghw9jy-SIwOTa31mdC0FIT56Y67xeNCgeZ0aOS0ZJK1bVd-kpCUaSQYKDePOs-UJ8w9tubw&authuser=0,(718) 845-4071,Dominican restaurant,Spanish restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Castillo%20del%20Pollo%20Restaurant&query_place_id=ChIJHT5MNjdnwokRtpYC_ANILAo,Dominican restaurant,6.732210706467206,28.275,Popular,4.0–4.5
Union Bistro Steakhouse and Sushi,4.8,291.0,190-11 Union Tpke,Fresh Meadows,New York,US,https://unionbistronyc.com/?utm_source=GMB&utm_medium=Website%20Button&utm_id=unionbistronyc,(718) 464-0005,Restaurant,Kosher restaurant,Steak house,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Union%20Bistro%20Steakhouse%20and%20Sushi&query_place_id=ChIJVx9SFathwokRRvbjJ_2nOBA,Restaurant,5.676753802268282,27.248,Small,4.5–5.0
Kuku Korean Cuisine Forest Hills,4.5,359.0,107-12 70th Rd,Forest Hills,New York,US,https://eatkuku.com/,(718) 268-8886,Korean restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kuku%20Korean%20Cuisine%20Forest%20Hills&query_place_id=ChIJJ4nH0HNfwokRguSIyQ-34ao,Korean restaurant,5.886104031450156,26.487,Small,4.0–4.5
Barosa,4.4,1451.0,62-29 Woodhaven Blvd,Rego Park,New York,US,http://www.barosas.com/,(718) 424-1455,Italian restaurant,Pizza restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Barosa&query_place_id=ChIJQVoljUZewokRLMh1i2VOZD4,Italian restaurant,7.280697195384741,32.035,Popular,4.0–4.5
Carmine's Corona Eats,4.5,55.0,45-05B 104th St,Corona,New York,US,https://www.coronalovestoeat.com/,(646) 861-8395,American restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Carmine's%20Corona%20Eats&query_place_id=ChIJY9PryXpfwokRqZ4DA331NII,American restaurant,4.02535169073515,18.114,Micro,4.0–4.5
Kantu Peruvian Cuisine Restaurant,4.5,1113.0,105-07 Metropolitan Ave,Forest Hills,New York,US,https://www.kantuperuvianrestaurant.com/,(347) 531-0873,Peruvian restaurant,Bar,Chicken restaurant,Latin American restaurant,Delivery Restaurant,Takeout Restaurant,Seafood restaurant,Steak house,Tapas bar,,,https://www.google.com/maps/search/?api=1&query=Kantu%20Peruvian%20Cuisine%20Restaurant&query_place_id=ChIJE2bYg2VewokRWxC0J6EqGdA,Peruvian restaurant,7.01571242048723,31.571,Popular,4.0–4.5
Caridad,4.0,781.0,90-19 Jamaica Ave,Woodhaven,New York,US,,(718) 847-7575,Dominican restaurant,Delivery Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Caridad&query_place_id=ChIJbxvhS-NdwokRVDAY6IOlfek,Dominican restaurant,6.661854740545311,26.647,Popular,3.5–4.0
The Cottage restaurant bar,4.4,482.0,108-07 72nd Ave,Forest Hills,New York,US,http://www.cottagenyc.com/,(718) 480-8052,Irish restaurant,Caterer,Hamburger restaurant,Lunch restaurant,Takeout Restaurant,Seafood restaurant,Steak house,,,,,https://www.google.com/maps/search/?api=1&query=The%20Cottage%20restaurant%20bar&query_place_id=ChIJx_PePXNfwokRERDpPk6YQ_g,Irish restaurant,6.180016653652572,27.192,Small,4.0–4.5
Sangria,4.4,792.0,95-41 Sutphin Blvd,Jamaica,New York,US,https://www.sangriany.com/,(718) 291-7488,Tapas restaurant,Bar,Spanish restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sangria&query_place_id=ChIJnRF5zNFgwokRMNUKV9PlJ28,Tapas restaurant,6.675823221634848,29.374,Popular,4.0–4.5
Bedford Gardens,4.7,373.0,172 Bedford Ave,Brooklyn,New York,US,https://www.instagram.com/bedford__gardens?igsh=OWx1bW81M3U4YWV3,+1 347-844-9008,Vietnamese restaurant,Garden,Pho restaurant,Sushi restaurant,Wine bar,,,,,,,https://www.google.com/maps/search/?api=1&query=Bedford%20Gardens&query_place_id=ChIJqdEJl-pZwokRBDhYkP_ocL0,Vietnamese restaurant,5.924255797414532,27.844,Small,4.5–5.0
Sumatera Restaurant NYC,4.8,862.0,86-20 Whitney Ave,Elmhurst,New York,US,http://linktr.ee/sumatera.nyc,+1 347-448-6297,Indonesian restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sumatera%20Restaurant%20NYC&query_place_id=ChIJ21T-e6xfwokRy_clAmiiMDg,Indonesian restaurant,6.760414691083428,32.45,Popular,4.5–5.0
Manducatis,4.6,477.0,13-27 Jackson Ave,Long Island City,New York,US,http://manducatis.com/,+1 718-729-4602,Southern Italian restaurant,Italian restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Manducatis&query_place_id=ChIJEz0N7yVZwokRKrOYsmXkKSY,Southern Italian restaurant,6.169610732491456,28.38,Small,4.5–5.0
Marani Restaurant,4.7,1110.0,97-26 63rd Rd,Rego Park,New York,US,http://www.maraninyc.com/,+1 718-569-0600,Georgian restaurant,Bar & grill,Kosher restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marani%20Restaurant&query_place_id=ChIJBbVRTDFewokRHA1cZIFNYgA,Georgian restaurant,7.01301578963963,32.961,Popular,4.5–5.0
Juliette Restaurant,4.3,2151.0,135 N 5th St,Brooklyn,New York,US,https://juliettebk.com/?utm_source=google,+1 718-388-9222,French restaurant,Bistro,Brunch restaurant,Cocktail bar,Event venue,Fine dining restaurant,Sandwich shop,Vegetarian restaurant,Wine bar,,,https://www.google.com/maps/search/?api=1&query=Juliette%20Restaurant&query_place_id=ChIJmzYoB15ZwokROjsEj7yZM_k,French restaurant,7.674152921281675,32.999,Viral,4.0–4.5
DJONDJON,4.5,1738.0,1206 Nostrand Ave,Brooklyn,New York,US,https://www.djondjonbk.com/,+1 718-676-1047,Haitian restaurant,Creole restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DJONDJON&query_place_id=ChIJTX1IoC1bwokRPWu7-zOniw8,Haitian restaurant,7.461065514354283,33.575,Popular,4.0–4.5
Florence Prime Diner,4.8,444.0,40-13 82nd St,Elmhurst,New York,US,http://www.florenceprimediner.com/,(718) 779-0033,Diner,American restaurant,Breakfast restaurant,Brunch restaurant,Caterer,Lunch restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Florence%20Prime%20Diner&query_place_id=ChIJd3MRj5ZfwokRNWWbShPE6do,Diner,6.09807428216624,29.271,Small,4.5–5.0
Mimoza Restaurant & Lounge,4.9,536.0,36-05 30th Ave.,Astoria,New York,US,http://www.mimozany.com/,(718) 673-6360,Mediterranean restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mimoza%20Restaurant%20%26%20Lounge&query_place_id=ChIJe5kMylJfwokRy-n5te7zDd8,Mediterranean restaurant,6.285998094508865,30.801,Popular,4.5–5.0
Essence Restaurant,4.7,149.0,36-21 Steinway St,Long Island City,New York,US,http://www.essencelic.com/,(631) 790-5106,Asian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Essence%20Restaurant&query_place_id=ChIJd23YWgBfwokR0VEbWaF4ksA,Asian restaurant,5.0106352940962555,23.55,Small,4.5–5.0
Leticias Restaurant,4.8,2066.0,40-32 National St,Corona,New York,US,https://www.leticiasrestaurant.com/,(718) 577-8180,Spanish restaurant,Caterer,Cocktail bar,Event venue,,,,,,,,https://www.google.com/maps/search/?api=1&query=Leticias%20Restaurant&query_place_id=ChIJ_8FjscdfwokRBV83NT0U9UM,Spanish restaurant,7.633853559681768,36.642,Viral,4.5–5.0
Astoria Gramercy Cafe,4.6,605.0,31-91 Steinway St,Astoria,New York,US,https://gramercyastoria.com/,(917) 745-0713,Diner,Bar,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Astoria%20Gramercy%20Cafe&query_place_id=ChIJh9vdQspfwokR3XxTtdbpf74,Diner,6.406879986069314,29.472,Popular,4.5–5.0
The Queensboro,4.5,1131.0,80-02 Northern Blvd,Jackson Heights,New York,US,https://www.thequeensboro.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9843400180154372887,(929) 296-0038,American restaurant,Brunch restaurant,Cocktail bar,Hamburger restaurant,Steak house,Wine bar,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Queensboro&query_place_id=ChIJk7BlPKdfwokRpUtKYmRXR74,American restaurant,7.0317412587631285,31.643,Popular,4.0–4.5
Pranam Restaurant & Bar,4.9,440.0,45-15 28th Ave,Astoria,New York,US,,(347) 848-0084,Indian restaurant,Asian restaurant,Bar,Nepalese restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Pranam%20Restaurant%20%26%20Bar&query_place_id=ChIJJyDIY_5fwokRsGZh1TaP5v8,Indian restaurant,6.089044875446846,29.836,Small,4.5–5.0
Diner Bar,4.4,1835.0,97-45 Queens Blvd,Rego Park,New York,US,http://www.thedinerbar.com/,(718) 897-6000,American restaurant,Bar,Bar & grill,Breakfast restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Diner%20Bar&query_place_id=ChIJxZu_0jBewokRrtAenuc5H_g,American restaurant,7.515344571180436,33.068,Popular,4.0–4.5
Nueva Victoria Restaurant,4.9,148.0,32-05 Broadway,Astoria,New York,US,,(718) 726-0819,Cuban restaurant,Chinese restaurant,Spanish restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nueva%20Victoria%20Restaurant&query_place_id=ChIJ36a_EftfwokRNXNp5kF-JfI,Cuban restaurant,5.003946305945459,24.519,Small,4.5–5.0
Riviera Maya,4.6,375.0,28-28 Steinway St,Astoria,New York,US,http://rivieramayarestaurant.com/,(718) 255-1722,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riviera%20Maya&query_place_id=ChIJ2cejiZZfwokRIKrT06qn5bg,Restaurant,5.929589143389895,27.276,Small,4.5–5.0
D'antigua Restaurant Bar,4.4,954.0,84-16 Northern Blvd,Jackson Heights,New York,US,https://www.dantiguanyc.com/menus-pictures,(718) 779-0128,Restaurant,Bar,Karaoke,Live music venue,,,,,,,,https://www.google.com/maps/search/?api=1&query=D'antigua%20Restaurant%20Bar&query_place_id=ChIJ75mU_6NfwokRRmijMqQ2u38,Restaurant,6.86171134048073,30.192,Popular,4.0–4.5
Laly's Restaurant,4.4,601.0,75-19 Roosevelt Ave,Jackson Heights,New York,US,https://lalysrestaurantny.com/,(718) 433-9906,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Laly's%20Restaurant&query_place_id=ChIJ2aMtTgdfwokRgM3l2UoR2tk,Mexican restaurant,6.400257445308821,28.161,Popular,4.0–4.5
Morena's Kitchen Bar & Restaurant,4.7,112.0,111-20 Roosevelt Ave,Flushing,New York,US,https://morenaskitchen.wixsite.com/morenaskitchen?fbclid=PAZXh0bgNhZW0BMQABpmNlGem-qHv36k-zx1spF6U38M1oYw3d0NJqkhH7cZDbv5UkuP8x8Umv0Q_aem_AdmzIcluTmww2vJJaPYQC2xjJ7RwgBDrsEZFT_zfcntSpaAhWhwqLpKfXOswPcnKq4g,(718) 803-2015,Dominican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Morena's%20Kitchen%20Bar%20%26%20Restaurant&query_place_id=ChIJt_G1aDNfwokRwr6E98C0dNw,Dominican restaurant,4.727387818712341,22.219,Small,4.5–5.0
Hacienda Agave,4.7,151.0,496 E 138th St,Bronx,New York,US,http://haciendaagaverestaurant.com/,(347) 270-2144,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hacienda%20Agave&query_place_id=ChIJI8z61xb1wokRdCyYtXD1Ghk,Mexican restaurant,5.0238805208462765,23.612,Small,4.5–5.0
